truth_len,ref_pairs,ref_pk_pairs,ref_pair_density,top1_f1,top100_f1,delta_f1
30,8,0,0.26666666666666666,0.823529411764706,0.9333333333333333,0.1098039215686274
51,11,0,0.21568627450980393,0.34782608695652173,0.8695652173913043,0.5217391304347826
77,12,0,0.15584415584415584,0.7499999999999999,0.8,0.050000000000000155
48,17,0,0.3541666666666667,0.9444444444444444,1.0,0.05555555555555558
52,9,0,0.17307692307692307,0.8181818181818181,0.9473684210526316,0.12918660287081352
369,80,6,0.21680216802168023,0.5076142131979695,0.5402298850574714,0.03261567185950187
341,56,2,0.16422287390029325,0.47953216374269,0.49624060150375937,0.016708437761069395
72,6,0,0.08333333333333333,0.25,0.4444444444444445,0.19444444444444448
69,13,0,0.18840579710144928,0.5806451612903226,0.896551724137931,0.31590656284760843
176,37,0,0.21022727272727273,0.4634146341463415,0.6086956521739131,0.1452810180275716
97,16,0,0.16494845360824742,0.3404255319148936,0.5454545454545454,0.2050290135396518
67,6,0,0.08955223880597014,0.0,0.5555555555555556,0.5555555555555556
46,12,0,0.2608695652173913,0.888888888888889,0.923076923076923,0.03418803418803407
99,32,0,0.32323232323232326,0.9411764705882353,0.9846153846153847,0.04343891402714939
35,11,0,0.3142857142857143,0.9565217391304348,1.0,0.04347826086956519
76,20,0,0.2631578947368421,0.9090909090909091,1.0,0.09090909090909094
105,32,1,0.3047619047619048,0.7301587301587302,0.8125,0.08234126984126977
79,28,6,0.35443037974683544,0.7999999999999999,0.9642857142857143,0.16428571428571437
38,13,0,0.34210526315789475,0.962962962962963,1.0,0.03703703703703698
45,9,0,0.2,0.7999999999999999,0.9411764705882353,0.14117647058823535
194,19,3,0.0979381443298969,0.3835616438356165,0.45614035087719296,0.07257870704157648
190,25,12,0.13157894736842105,0.4722222222222222,0.5128205128205128,0.040598290598290565
60,18,2,0.3,0.7999999999999999,0.9142857142857143,0.11428571428571432
35,9,0,0.2571428571428571,0.7368421052631577,1.0,0.26315789473684226
106,31,1,0.29245283018867924,0.18461538461538463,0.7868852459016393,0.6022698612862547
37,11,0,0.2972972972972973,0.9090909090909091,0.9565217391304348,0.04743083003952575
94,27,0,0.2872340425531915,0.870967741935484,0.9310344827586207,0.06006674082313668
30,7,5,0.23333333333333334,0.8333333333333333,0.8333333333333333,0.0
38,8,0,0.21052631578947367,0.888888888888889,1.0,0.11111111111111105
35,6,0,0.17142857142857143,0.923076923076923,0.923076923076923,0.0
36,7,0,0.19444444444444445,0.0,0.923076923076923,0.923076923076923
47,9,3,0.19148936170212766,0.0,0.3636363636363637,0.3636363636363637
73,6,0,0.0821917808219178,0.42857142857142855,0.5,0.07142857142857145
72,9,0,0.125,0.5625,0.6428571428571429,0.0803571428571429
74,11,0,0.14864864864864866,0.5789473684210525,0.7096774193548387,0.1307300509337862
190,57,28,0.3,0.4406779661016949,0.5,0.05932203389830509
76,21,5,0.27631578947368424,0.8333333333333334,0.9523809523809523,0.11904761904761896
30,13,0,0.43333333333333335,0.9600000000000001,1.0,0.039999999999999925
75,16,0,0.21333333333333335,0.6956521739130436,0.888888888888889,0.19323671497584538
77,19,0,0.24675324675324675,0.8636363636363636,0.9500000000000001,0.08636363636363642
163,56,13,0.34355828220858897,0.2727272727272727,0.6730769230769231,0.4003496503496504
50,9,0,0.18,0.8888888888888888,0.9411764705882353,0.05228758169934644
179,37,0,0.20670391061452514,0.782608695652174,0.782608695652174,0.0
81,19,0,0.2345679012345679,0.8571428571428571,0.9230769230769231,0.06593406593406603
55,15,0,0.2727272727272727,0.9333333333333333,0.967741935483871,0.03440860215053765
49,14,0,0.2857142857142857,0.923076923076923,0.962962962962963,0.03988603988604
72,20,0,0.2777777777777778,0.75,0.8292682926829269,0.0792682926829269
101,27,13,0.26732673267326734,0.4067796610169491,0.6296296296296297,0.22284996861268053
75,16,0,0.21333333333333335,0.6666666666666667,0.8648648648648648,0.19819819819819806
91,28,0,0.3076923076923077,0.6984126984126985,0.8421052631578947,0.1436925647451962
98,29,0,0.29591836734693877,0.5714285714285715,0.9180327868852458,0.3466042154566743
126,34,21,0.2698412698412698,0.4266666666666667,0.6027397260273972,0.17607305936073053
56,15,0,0.26785714285714285,0.18750000000000003,0.7142857142857142,0.5267857142857142
76,19,0,0.25,0.8085106382978724,0.9268292682926829,0.11831862999481046
109,43,11,0.3944954128440367,0.9555555555555556,0.9555555555555556,0.0
68,19,10,0.27941176470588236,0.6500000000000001,0.8717948717948718,0.22179487179487167
203,30,12,0.1477832512315271,0.36170212765957444,0.4893617021276596,0.12765957446808518
207,29,13,0.14009661835748793,0.4742268041237113,0.4742268041237113,0.0
59,19,0,0.3220338983050847,0.24390243902439024,0.9230769230769231,0.6791744840525329
319,56,17,0.1755485893416928,0.24539877300613497,0.3,0.05460122699386502
334,18,0,0.05389221556886228,0.28318584070796454,0.39080459770114945,0.1076187569931849
77,18,0,0.23376623376623376,0.8372093023255813,0.923076923076923,0.08586762075134169
363,37,15,0.10192837465564739,0.3088235294117647,0.43333333333333335,0.12450980392156863
76,13,1,0.17105263157894737,0.45,0.7096774193548387,0.25967741935483873
75,11,0,0.14666666666666667,0.25,0.5454545454545455,0.2954545454545455
75,22,5,0.29333333333333333,0.9767441860465117,0.9767441860465117,0.0
63,18,5,0.2857142857142857,0.7368421052631577,0.9444444444444444,0.20760233918128668
76,15,0,0.19736842105263158,0.6976744186046512,0.8108108108108109,0.11313639220615967
77,21,5,0.2727272727272727,0.6808510638297872,0.7111111111111111,0.03026004728132392
75,21,4,0.28,0.7441860465116279,0.975609756097561,0.23142370958593306
75,20,3,0.26666666666666666,0.8000000000000002,0.8292682926829269,0.029268292682926744
76,21,4,0.27631578947368424,0.8510638297872339,0.9523809523809523,0.10131712259371839
52,20,2,0.38461538461538464,0.5714285714285715,0.9189189189189189,0.34749034749034735
76,20,0,0.2631578947368421,0.7999999999999999,0.9268292682926829,0.12682926829268293
68,27,0,0.39705882352941174,0.6415094339622641,0.9811320754716981,0.339622641509434
119,40,25,0.33613445378151263,0.275,0.39506172839506176,0.12006172839506174
77,22,5,0.2857142857142857,0.9130434782608695,0.9767441860465117,0.06370070778564219
98,29,3,0.29591836734693877,0.8125,0.9666666666666666,0.15416666666666656
77,22,5,0.2857142857142857,0.8936170212765958,0.9767441860465117,0.08312716476991588
31,12,0,0.3870967741935484,1.0,1.0,0.0
78,27,0,0.34615384615384615,0.9056603773584906,0.9433962264150944,0.037735849056603765
147,39,9,0.2653061224489796,0.6265060240963856,0.7435897435897437,0.11708371949335816
43,12,0,0.27906976744186046,0.8799999999999999,1.0,0.1200000000000001
339,34,0,0.10029498525073746,0.3142857142857143,0.3307086614173228,0.016422947131608523
294,75,5,0.25510204081632654,0.31952662721893493,0.48148148148148145,0.16195485426254652
76,21,0,0.27631578947368424,0.8936170212765957,1.0,0.1063829787234043
39,12,0,0.3076923076923077,0.8,1.0,0.19999999999999996
39,7,0,0.1794871794871795,0.8750000000000001,0.9333333333333333,0.05833333333333324
73,12,0,0.1643835616438356,0.4375,0.6896551724137931,0.25215517241379315
58,17,0,0.29310344827586204,0.6666666666666667,0.9411764705882353,0.27450980392156854
94,27,3,0.2872340425531915,0.6181818181818182,0.7636363636363638,0.14545454545454561
109,23,6,0.21100917431192662,0.6551724137931034,0.7241379310344828,0.06896551724137934
76,17,0,0.2236842105263158,0.7555555555555554,0.8717948717948718,0.11623931623931638
75,8,0,0.10666666666666667,0.5,0.5925925925925926,0.09259259259259256
67,17,0,0.2537313432835821,0.8717948717948718,0.9714285714285714,0.09963369963369961
74,12,0,0.16216216216216217,0.6153846153846153,0.7272727272727273,0.11188811188811199
61,14,0,0.22950819672131148,0.8666666666666666,0.8666666666666666,0.0
73,13,3,0.1780821917808219,0.6857142857142856,0.7333333333333334,0.04761904761904778
85,24,0,0.2823529411764706,0.7586206896551724,0.9361702127659574,0.17754952311078498
67,12,0,0.1791044776119403,0.3529411764705882,0.6470588235294118,0.2941176470588236
65,7,0,0.1076923076923077,0.56,0.6666666666666666,0.10666666666666658
61,11,0,0.18032786885245902,0.56,0.7692307692307692,0.2092307692307691
91,24,0,0.26373626373626374,0.0,0.0,0.0
76,16,0,0.21052631578947367,0.6818181818181818,0.8333333333333334,0.1515151515151516
87,24,0,0.27586206896551724,0.8727272727272727,1.0,0.12727272727272732
153,18,10,0.11764705882352941,0.0,0.19999999999999998,0.19999999999999998
153,12,8,0.0784313725490196,0.0,0.1764705882352941,0.1764705882352941
73,6,0,0.0821917808219178,0.4444444444444445,0.5714285714285715,0.12698412698412703
363,24,8,0.06611570247933884,0.24390243902439024,0.29126213592233013,0.047359696897939896
69,19,5,0.2753623188405797,0.761904761904762,0.9230769230769231,0.16117216117216115
75,21,0,0.28,1.0,1.0,0.0
77,21,5,0.2727272727272727,0.4166666666666667,0.975609756097561,0.5589430894308942
76,20,5,0.2631578947368421,0.0,0.3913043478260869,0.3913043478260869
36,6,0,0.16666666666666666,0.5454545454545454,0.6,0.054545454545454564
65,10,0,0.15384615384615385,0.17142857142857143,0.6896551724137931,0.5182266009852217
57,16,2,0.2807017543859649,0.0,0.8125,0.8125
51,18,2,0.35294117647058826,0.9411764705882353,0.9411764705882353,0.0
50,14,0,0.28,0.7741935483870968,0.9032258064516129,0.12903225806451613
38,5,0,0.13157894736842105,0.35294117647058826,0.888888888888889,0.5359477124183007
36,7,4,0.19444444444444445,0.9333333333333333,0.9333333333333333,0.0
45,9,0,0.2,0.7272727272727274,0.782608695652174,0.05533596837944654
68,17,4,0.25,0.7272727272727272,0.8421052631578947,0.11483253588516751
45,13,1,0.28888888888888886,0.48000000000000004,0.888888888888889,0.4088888888888889
68,15,0,0.22058823529411764,0.9375,0.967741935483871,0.030241935483870996
48,15,0,0.3125,0.25,0.9032258064516129,0.6532258064516129
75,22,5,0.29333333333333333,0.6530612244897959,0.9333333333333332,0.28027210884353737
50,11,0,0.22,0.0,0.9166666666666666,0.9166666666666666
51,17,8,0.3333333333333333,0.37500000000000006,0.7428571428571428,0.3678571428571427
76,22,5,0.2894736842105263,0.875,0.9767441860465117,0.1017441860465117
77,21,5,0.2727272727272727,0.888888888888889,0.975609756097561,0.086720867208672
72,17,0,0.2361111111111111,0.7804878048780487,0.8648648648648648,0.0843770599868161
59,19,0,0.3220338983050847,0.8095238095238095,0.9500000000000001,0.14047619047619053
82,19,7,0.23170731707317074,0.7999999999999999,0.8500000000000001,0.050000000000000155
69,21,0,0.30434782608695654,0.4444444444444445,0.888888888888889,0.4444444444444445
75,18,2,0.24,0.7906976744186047,0.9142857142857143,0.12358803986710953
75,19,0,0.25333333333333335,0.8837209302325582,0.9743589743589743,0.09063804412641618
139,26,3,0.18705035971223022,0.6216216216216216,0.7042253521126761,0.08260373049105452
142,40,4,0.28169014084507044,0.8089887640449438,0.8505747126436781,0.041585948598734324
37,5,0,0.13513513513513514,0.0,1.0,1.0
76,18,0,0.23684210526315788,0.782608695652174,0.923076923076923,0.14046822742474907
65,25,9,0.38461538461538464,0.96,0.9803921568627451,0.020392156862745092
125,27,1,0.216,0.588235294117647,0.6567164179104479,0.06848112379280091
65,23,10,0.35384615384615387,0.9583333333333334,1.0,0.04166666666666663
75,21,5,0.28,0.888888888888889,0.909090909090909,0.02020202020202
74,22,5,0.2972972972972973,0.9523809523809523,0.9523809523809523,0.0
73,19,3,0.2602739726027397,0.47826086956521735,0.8717948717948718,0.39353400222965446
73,21,5,0.2876712328767123,0.975609756097561,0.975609756097561,0.0
77,20,5,0.2597402597402597,0.9500000000000001,0.9500000000000001,0.0
74,21,5,0.28378378378378377,0.975609756097561,0.975609756097561,0.0
77,18,0,0.23376623376623376,0.8372093023255813,0.923076923076923,0.08586762075134169
75,6,0,0.08,0.06896551724137931,0.08,0.011034482758620692
74,9,0,0.12162162162162163,0.06060606060606061,0.5333333333333333,0.4727272727272727
266,47,4,0.17669172932330826,0.37500000000000006,0.4566929133858268,0.08169291338582674
95,21,7,0.22105263157894736,0.7450980392156863,0.7450980392156863,0.0
74,19,0,0.25675675675675674,0.36363636363636365,0.7878787878787878,0.4242424242424242
86,19,3,0.22093023255813954,0.3673469387755102,0.8372093023255814,0.4698623635500712
76,16,0,0.21052631578947367,0.8205128205128205,0.888888888888889,0.06837606837606847
75,17,4,0.22666666666666666,0.6842105263157895,0.7428571428571428,0.05864661654135328
51,15,0,0.29411764705882354,0.5806451612903225,0.8000000000000002,0.21935483870967765
165,27,0,0.16363636363636364,0.13157894736842107,0.15384615384615383,0.022267206477732754
38,6,0,0.15789473684210525,0.0,0.5714285714285715,0.5714285714285715
65,13,0,0.2,0.7499999999999999,0.888888888888889,0.13888888888888906
88,24,4,0.2727272727272727,0.6666666666666666,0.7450980392156864,0.07843137254901977
75,12,0,0.16,0.6874999999999999,0.7333333333333334,0.045833333333333504
66,15,0,0.22727272727272727,0.28571428571428575,0.8333333333333333,0.5476190476190474
47,6,0,0.1276595744680851,0.631578947368421,0.923076923076923,0.291497975708502
32,8,0,0.25,0.888888888888889,1.0,0.11111111111111105
75,20,5,0.26666666666666666,0.9268292682926829,0.9268292682926829,0.0
73,10,0,0.136986301369863,0.6666666666666666,0.7407407407407407,0.07407407407407407
76,18,0,0.23684210526315788,0.8181818181818181,0.923076923076923,0.1048951048951049
70,21,5,0.3,0.3414634146341463,0.5365853658536585,0.19512195121951215
76,20,0,0.2631578947368421,1.0,1.0,0.0
64,5,0,0.078125,0.3,0.33333333333333337,0.03333333333333338
75,22,0,0.29333333333333333,0.68,0.9333333333333332,0.2533333333333332
162,33,0,0.2037037037037037,0.16438356164383564,0.5915492957746479,0.42716573413081227
44,14,0,0.3181818181818182,0.8275862068965518,0.9333333333333333,0.10574712643678152
42,12,0,0.2857142857142857,0.8461538461538461,0.923076923076923,0.07692307692307687
73,19,0,0.2602739726027397,0.8333333333333333,0.8947368421052632,0.061403508771929904
76,16,0,0.21052631578947367,0.7441860465116279,0.8421052631578948,0.0979192166462669
76,14,0,0.18421052631578946,0.3333333333333333,0.45161290322580644,0.11827956989247312
56,5,0,0.08928571428571429,0.1818181818181818,0.3157894736842105,0.1339712918660287
52,10,0,0.19230769230769232,0.7200000000000001,0.8,0.07999999999999996
72,13,0,0.18055555555555555,0.38461538461538464,0.6666666666666667,0.2820512820512821
68,7,0,0.10294117647058823,0.2222222222222222,0.3,0.07777777777777778
71,12,0,0.16901408450704225,0.7096774193548387,0.7857142857142857,0.07603686635944695
69,17,5,0.2463768115942029,0.8717948717948718,0.9189189189189189,0.04712404712404705
69,16,5,0.2318840579710145,0.8648648648648648,0.8823529411764706,0.01748807631160576
152,22,0,0.14473684210526316,0.06153846153846154,0.22535211267605632,0.16381365113759477
87,15,0,0.1724137931034483,0.7567567567567568,0.8235294117647058,0.06677265500794904
76,21,4,0.27631578947368424,0.7441860465116279,0.975609756097561,0.23142370958593306
50,12,0,0.24,0.8148148148148148,0.8799999999999999,0.06518518518518512
77,20,0,0.2597402597402597,0.8695652173913044,0.975609756097561,0.10604453870625652
75,21,0,0.28,0.9333333333333333,1.0,0.06666666666666665
66,21,0,0.3181818181818182,0.9302325581395349,0.9523809523809523,0.022148394241417457
76,22,0,0.2894736842105263,0.5116279069767442,0.9767441860465117,0.4651162790697675
72,22,5,0.3055555555555556,0.9545454545454546,1.0,0.045454545454545414
70,25,12,0.35714285714285715,0.6521739130434783,0.96,0.3078260869565217
71,13,2,0.18309859154929578,0.588235294117647,0.7407407407407408,0.15250544662309384
82,21,6,0.25609756097560976,0.43478260869565216,0.5128205128205129,0.07803790412486072
82,20,5,0.24390243902439024,0.5128205128205129,0.5405405405405405,0.027720027720027574
373,80,9,0.21447721179624665,0.5196078431372549,0.56,0.04039215686274511
85,25,5,0.29411764705882354,0.8727272727272728,0.9795918367346939,0.10686456400742106
58,13,0,0.22413793103448276,0.3076923076923077,0.5599999999999999,0.25230769230769223
90,27,7,0.3,0.8620689655172414,0.9090909090909091,0.047021943573667624
77,20,0,0.2597402597402597,0.7272727272727272,1.0,0.2727272727272728
78,23,0,0.2948717948717949,0.37037037037037035,0.9787234042553191,0.6083530338849488
86,25,0,0.29069767441860467,0.4150943396226415,0.6250000000000001,0.20990566037735864
146,9,0,0.06164383561643835,0.1509433962264151,0.1702127659574468,0.019269369731031716
73,21,5,0.2876712328767123,0.8,0.8333333333333333,0.033333333333333215
40,12,0,0.3,0.8571428571428571,0.8799999999999999,0.022857142857142798
49,16,0,0.32653061224489793,1.0,1.0,0.0
70,16,0,0.22857142857142856,0.823529411764706,0.888888888888889,0.065359477124183
54,8,0,0.14814814814814814,0.4999999999999999,0.5714285714285714,0.07142857142857151
72,21,5,0.2916666666666667,0.7027027027027026,0.7368421052631577,0.03413940256045511
118,17,0,0.1440677966101695,0.6538461538461539,0.7083333333333333,0.054487179487179405
74,19,4,0.25675675675675674,0.6363636363636364,0.8500000000000001,0.21363636363636374
77,19,4,0.24675324675324675,0.4166666666666667,0.8571428571428571,0.4404761904761904
183,10,5,0.0546448087431694,0.19672131147540983,0.19672131147540983,0.0
163,7,1,0.04294478527607362,0.15094339622641512,0.4,0.2490566037735849
55,17,0,0.3090909090909091,0.9714285714285714,1.0,0.02857142857142858
77,21,0,0.2727272727272727,0.75,0.9333333333333333,0.18333333333333335
71,20,4,0.28169014084507044,0.5555555555555556,0.9189189189189189,0.3633633633633633
72,20,0,0.2777777777777778,0.9743589743589743,0.9743589743589743,0.0
77,21,5,0.2727272727272727,0.888888888888889,0.975609756097561,0.086720867208672
76,21,5,0.27631578947368424,0.888888888888889,0.9500000000000001,0.061111111111111116
109,5,0,0.045871559633027525,0.125,0.16666666666666666,0.04166666666666666
69,10,0,0.14492753623188406,0.5625000000000001,0.6,0.03749999999999987
73,20,5,0.273972602739726,0.8636363636363635,0.9230769230769231,0.05944055944055959
73,19,4,0.2602739726027397,0.8181818181818181,0.9,0.0818181818181819
73,15,0,0.2054794520547945,0.2424242424242424,0.8235294117647058,0.5811051693404634
73,14,3,0.1917808219178082,0.4,0.742857142857143,0.34285714285714297
76,21,5,0.27631578947368424,0.8510638297872339,0.975609756097561,0.12454592631032702
74,6,0,0.08108108108108109,0.4444444444444445,0.4615384615384615,0.017094017094017033
76,15,0,0.19736842105263158,0.4615384615384615,0.7058823529411765,0.244343891402715
75,21,5,0.28,0.888888888888889,0.975609756097561,0.086720867208672
75,12,2,0.16,0.6060606060606061,0.6451612903225806,0.03910068426197455
75,19,5,0.25333333333333335,0.782608695652174,0.9230769230769231,0.14046822742474918
73,19,5,0.2602739726027397,0.9230769230769231,0.9473684210526315,0.024291497975708398
93,32,0,0.34408602150537637,0.6774193548387096,0.8620689655172413,0.1846496106785317
86,29,0,0.3372093023255814,0.6440677966101694,0.8148148148148148,0.17074701820464533
66,19,1,0.2878787878787879,0.6470588235294117,0.7692307692307692,0.12217194570135748
58,14,0,0.2413793103448276,0.3846153846153846,0.8148148148148148,0.4301994301994302
76,21,5,0.27631578947368424,0.8163265306122449,0.9302325581395349,0.11390602752728995
71,20,4,0.28169014084507044,0.9047619047619048,0.9743589743589743,0.06959706959706957
33,9,0,0.2727272727272727,0.9473684210526316,1.0,0.05263157894736836
34,8,0,0.23529411764705882,0.888888888888889,1.0,0.11111111111111105
34,8,0,0.23529411764705882,0.888888888888889,0.9411764705882353,0.05228758169934633
60,19,0,0.31666666666666665,0.9,0.9047619047619047,0.004761904761904634
90,34,0,0.37777777777777777,0.9393939393939394,0.9855072463768115,0.04611330698287208
36,18,0,0.5,0.9411764705882353,0.9714285714285714,0.030252100840336138
33,7,0,0.21212121212121213,0.9333333333333333,0.9333333333333333,0.0
65,22,5,0.3384615384615385,0.711111111111111,0.9268292682926829,0.21571815718157183
81,15,0,0.18518518518518517,0.052631578947368425,0.17647058823529413,0.12383900928792571
56,5,0,0.08928571428571429,0.0,0.7499999999999999,0.7499999999999999
193,36,18,0.18652849740932642,0.3829787234042554,0.49382716049382713,0.11084843708957176
57,5,0,0.08771929824561403,0.0,0.4210526315789473,0.4210526315789473
153,25,13,0.16339869281045752,0.4788732394366197,0.4788732394366197,0.0
56,8,0,0.14285714285714285,0.2962962962962963,0.36363636363636365,0.06734006734006737
48,13,0,0.2708333333333333,0.9600000000000001,0.962962962962963,0.002962962962962945
65,16,0,0.24615384615384617,0.17142857142857143,0.5161290322580646,0.3447004608294932
61,19,5,0.3114754098360656,0.20512820512820512,0.5128205128205129,0.30769230769230776
69,19,0,0.2753623188405797,0.0,0.5641025641025641,0.5641025641025641
76,15,0,0.19736842105263158,0.7499999999999999,0.8571428571428571,0.1071428571428572
46,17,0,0.3695652173913043,0.0,0.9090909090909091,0.9090909090909091
77,9,0,0.11688311688311688,0.36363636363636365,0.5714285714285714,0.20779220779220775
97,33,0,0.3402061855670103,0.8450704225352113,0.8732394366197183,0.028169014084507005
60,5,0,0.08333333333333333,0.5263157894736842,0.7692307692307693,0.2429149797570851
74,9,0,0.12162162162162163,0.0,0.33333333333333337,0.33333333333333337
74,20,5,0.2702702702702703,0.9500000000000001,0.9743589743589743,0.024358974358974272
75,9,0,0.12,0.4864864864864865,0.6206896551724138,0.1342031686859273
